汐,1,-0.83362,-0.53259,-0.23156,0.06947,0.3705,0.67153,0.97256,0.67153,0.3705,0.06947,-0.23156,-0.53259,-0.83362
腰,6,-1.52015,-1.21912,-0.91809,-0.61706,-0.31603,-0.015,0.28603,0.58706,0.88809,1.2327,0.93167,0.18944,0.49047
貯,18,-0.98517,-0.68414,-0.38311,-0.08208,0.21895,0.6433,0.85378,0.55275,-0.11244,0.18859,0.00321,-0.23403,0.02039
鯨,12,-1.1115,-0.81047,-0.50944,-0.20841,0.09262,0.39365,0.69468,0.99571,0.69468,0.39365,0.09262,-0.20841,-0.50944
拾,2,-1.3806,-1.07957,-0.77854,-0.47751,-0.17648,0.12455,0.42558,0.72661,1.02764,0.72661,0.50481,0.02795,0.32898
踏,13,-1.36438,-1.06335,-0.76232,-0.46129,-0.16026,0.14077,0.4418,0.74283,0.48373,0.65224,0.49043,0.22963,0.63017
邪,4,-1.31855,-1.01752,-0.71649,-0.41546,-0.11443,0.1866,0.48763,0.78866,0.48763,0.21166,0.51269,0.47465,0.43296
蒼,1,-1.80618,-1.50515,-1.20412,-0.90309,-0.60206,-0.30103,0,0.30103,0.60206,0.90309,1.20412,1.50515,1.80618
絹,11,-1.09971,-0.79868,-0.49765,-0.19662,0.10441,0.40544,0.70647,0.19881,0.60182,0.80719,0.22387,-0.07716,-0.37819
監,15,-0.89608,-0.59505,-0.29402,0.00701,0.30804,0.60907,0.39068,-0.06955,0.2734,0.14292,-0.04449,0.1954,-0.02731
種,615,-0.94384,-0.64281,-0.34178,-0.04075,0.43891,-0.02636,0.13474,0.22159,-0.08582,0.25879,0.26346,0.35391,0.40996
追,86,-0.93876,-0.63773,-0.3367,-0.03567,-0.33415,0.40469,0.15455,0.57117,0.31206,0.33445,0.10331,0.25426,0.14852
偽,29,-1.5958,-1.29477,-0.99374,-0.69271,-0.39168,-0.09065,0.21038,0.51141,0.55334,1.53477,0.53647,0.77912,0.93386
盤,94,-1.20308,-0.90205,-0.60102,-0.29999,0.00104,0.30207,0.6031,0.41766,0.31346,0.08403,0.19968,0.50652,0.57859
貴,51,-0.86522,-0.56419,-0.26316,0.03787,0.3389,0.63993,-0.4061,0.34152,0.18843,-0.0501,0.36658,0.05017,0.18539
姑,1,-1.80618,-1.50515,-1.20412,-0.90309,-0.60206,-0.30103,0,0.30103,0.60206,0.90309,1.20412,1.50515,1.80618
談,29,-0.52171,-0.22068,0.08035,0.2408,0.64129,0.34026,-0.29849,0.00254,0.22056,-0.08804,-0.27343,0.53073,-0.65419
凝,52,-1.68463,-1.3836,-1.08257,-0.78154,-0.48051,-0.17948,0.12155,0.42258,0.4645,1.03096,1.26055,1.57213,0.72009
宿,24,-1.26937,-0.96834,-0.66731,-0.36628,-0.06525,0.23578,0.53681,0.36359,0.07107,0.45557,0.65627,0.56588,0.4516
苔,1,-1.80618,-1.50515,-1.20412,-0.90309,-0.60206,-0.30103,0,0.30103,0.60206,0.90309,1.20412,1.50515,1.80618
嚇,1,-1.52831,-1.22728,-0.92625,-0.62522,-0.32419,-0.02316,0.27787,0.5789,0.87993,1.18096,0.87993,0.5789,0.27787
鈍,4,-1.34056,-1.03953,-0.7385,-0.43747,-0.13644,0.16459,0.46562,0.76665,0.72371,0.67606,0.37503,0.10992,0.41095
